390,3.68E-04
391,4.48E-04
392,5.44E-04
393,6.59E-04
394,7.96E-04
395,9.59E-04
396,1.15E-03
397,1.37E-03
398,1.63E-03
399,1.93E-03
400,2.27E-03
401,2.65E-03
402,3.08E-03
403,3.56E-03
404,4.10E-03
405,4.70E-03
406,5.37E-03
407,6.12E-03
408,6.94E-03
409,7.83E-03
410,8.79E-03
411,9.82E-03
412,1.09E-02
413,1.21E-02
414,1.33E-02
415,1.45E-02
416,1.59E-02
417,1.72E-02
418,1.87E-02
419,2.02E-02
420,2.17E-02
421,2.32E-02
422,2.47E-02
423,2.63E-02
424,2.79E-02
425,2.96E-02
426,3.13E-02
427,3.32E-02
428,3.52E-02
429,3.73E-02
430,3.95E-02
431,4.18E-02
432,4.42E-02
433,4.66E-02
434,4.92E-02
435,5.18E-02
436,5.45E-02
437,5.71E-02
438,5.97E-02
439,6.23E-02
440,6.48E-02
441,6.71E-02
442,6.94E-02
443,7.16E-02
444,7.37E-02
445,7.59E-02
446,7.81E-02
447,8.04E-02
448,8.26E-02
449,8.49E-02
450,8.71E-02
451,8.92E-02
452,9.13E-02
453,9.34E-02
454,9.57E-02
455,9.82E-02
456,1.01E-01
457,1.04E-01
458,1.08E-01
459,1.12E-01
460,1.16E-01
461,1.21E-01
462,1.27E-01
463,1.32E-01
464,1.38E-01
465,1.45E-01
466,1.51E-01
467,1.57E-01
468,1.63E-01
469,1.70E-01
470,1.76E-01
471,1.82E-01
472,1.88E-01
473,1.94E-01
474,2.00E-01
475,2.05E-01
476,2.11E-01
477,2.17E-01
478,2.23E-01
479,2.30E-01
480,2.36E-01
481,2.42E-01
482,2.49E-01
483,2.55E-01
484,2.62E-01
485,2.68E-01
486,2.75E-01
487,2.81E-01
488,2.88E-01
489,2.96E-01
490,3.04E-01
491,3.13E-01
492,3.23E-01
493,3.33E-01
494,3.45E-01
495,3.57E-01
496,3.70E-01
497,3.83E-01
498,3.97E-01
499,4.12E-01
500,4.28E-01
501,4.44E-01
502,4.61E-01
503,4.79E-01
504,4.97E-01
505,5.16E-01
506,5.35E-01
507,5.55E-01
508,5.75E-01
509,5.95E-01
510,6.16E-01
511,6.36E-01
512,6.57E-01
513,6.78E-01
514,6.98E-01
515,7.19E-01
516,7.40E-01
517,7.60E-01
518,7.80E-01
519,7.99E-01
520,8.17E-01
521,8.33E-01
522,8.48E-01
523,8.61E-01
524,8.74E-01
525,8.86E-01
526,8.97E-01
527,9.08E-01
528,9.18E-01
529,9.27E-01
530,9.36E-01
531,9.43E-01
532,9.50E-01
533,9.57E-01
534,9.63E-01
535,9.69E-01
536,9.75E-01
537,9.81E-01
538,9.86E-01
539,9.91E-01
540,9.95E-01
541,9.98E-01
542,1.00E+00
543,1.00E+00
544,9.99E-01
545,9.97E-01
546,9.94E-01
547,9.90E-01
548,9.86E-01
549,9.81E-01
550,9.77E-01
551,9.73E-01
552,9.70E-01
553,9.66E-01
554,9.62E-01
555,9.57E-01
556,9.50E-01
557,9.43E-01
558,9.35E-01
559,9.26E-01
560,9.18E-01
561,9.09E-01
562,9.01E-01
563,8.92E-01
564,8.83E-01
565,8.73E-01
566,8.63E-01
567,8.51E-01
568,8.39E-01
569,8.27E-01
570,8.14E-01
571,8.00E-01
572,7.86E-01
573,7.72E-01
574,7.56E-01
575,7.40E-01
576,7.23E-01
577,7.06E-01
578,6.88E-01
579,6.71E-01
580,6.53E-01
581,6.37E-01
582,6.20E-01
583,6.04E-01
584,5.88E-01
