380,3.478238
381,3.478238
382,3.478238
383,3.511437
384,3.589802
385,3.732861
386,3.907414
387,4.053666
388,4.137132
389,4.143759
390,4.040094
391,3.841091
392,3.671827
393,3.709411
394,3.953843
395,4.127926
396,4.123312
397,3.960456
398,3.847649
399,3.797417
400,3.941611
401,4.295072
402,4.864207
403,5.538603
404,6.261301
405,7.020354
406,7.769175
407,8.507766
408,9.629268
409,11.156994
410,13.207051
411,15.588757
412,18.283487
413,21.338627
414,24.600252
415,28.229015
416,32.642017
417,37.796268
418,43.832996
419,50.337162
420,57.356941
421,65.151199
422,73.554375
423,82.906525
424,93.010246
425,103.86554
426,115.840439
427,128.604553
428,142.26619
429,156.228714
430,170.459183
431,185.781326
432,202.194153
433,220.110809
434,239.522049
435,260.269318
436,283.253845
437,307.947174
438,334.69931
439,363.315063
440,393.399994
441,424.873291
442,456.724823
443,488.520233
444,518.134583
445,545.458862
446,568.077454
447,586.455566
448,599.509766
449,604.36676
450,602.416687
451,592.104736
452,577.738342
453,558.982239
454,536.528076
455,511.79184
456,485.860046
457,461.087891
458,437.871857
459,417.653564
460,400.024445
461,385.483856
462,372.293793
463,360.648163
464,350.545074
465,341.529938
466,333.657776
467,326.142181
468,319.038391
469,312.290619
470,305.791229
471,300.056427
472,295.082153
473,291.30423
474,289.241608
475,288.705292
476,290.163086
477,292.716614
478,296.737335
479,301.958038
480,308.186584
481,315.782257
482,324.174438
483,333.763123
484,344.267212
485,355.629089
486,367.725037
487,380.105682
488,393.162292
489,406.892426
490,421.38681
491,436.714752
492,452.602203
493,469.183441
494,486.07019
495,503.173859
496,520.077087
497,536.699341
498,553.416626
499,570.453674
500,587.505554
501,603.965576
502,619.807312
503,635.400391
504,651.064453
505,666.299805
506,680.811951
507,694.639038
508,708.369507
509,722.23291
510,735.996216
511,749.542297
512,762.621765
513,775.192871
514,787.228088
515,798.654297
516,809.708618
517,820.193542
518,830.353149
519,840.226379
520,850.120911
521,860.114563
522,870.153015
523,880.175476
524,889.905396
525,899.221741
526,908.098999
527,916.759338
528,925.339417
529,934.004211
530,942.812622
531,951.67572
532,960.401489
533,968.934387
534,977.239685
535,985.370667
536,993.90686
537,1002.99304
538,1012.84265
539,1023.04846
540,1033.28113
541,1042.66443
542,1051.07837
543,1059.21472
544,1067.73621
545,1076.42517
546,1084.80457
547,1093.25952
548,1102.58997
549,1112.84607
550,1123.27319
551,1133.28662
552,1141.58814
553,1148.25537
554,1154.12988
555,1161.26636
556,1170.13757
557,1180.39502
558,1191.32654
559,1201.60693
560,1210.74243
561,1218.69678
562,1226.60181
563,1234.99548
564,1244.49548
565,1255.01477
566,1265.68054
567,1275.9115
568,1286.44861
569,1297.6366
570,1309.09985
571,1320.06885
572,1330.73218
573,1341.65479
574,1352.9519
575,1364.39087
576,1375.81335
577,1387.70593
578,1400.10242
579,1413.16626
580,1426.45984
581,1440.23486
582,1454.44067
583,1469.04102
584,1483.78394
585,1498.68921
586,1514.29492
587,1530.61194
588,1547.71228
589,1565.05847
590,1580.38684
591,1593.07922
592,1604.04077
593,1615.96057
594,1629.39063
595,1643.59522
596,1658.0542
597,1672.4292
598,1686.55823
599,1700.56299
600,1714.60974
601,1728.50732
602,1742.21851
603,1756.10803
604,1770.41773
605,1784.8169
606,1798.81335
607,1811.89465
608,1824.06177
609,1835.26538
610,1845.73962
611,1855.42358
612,1863.6731
613,1870.76685
614,1877.32288
615,1884.03162
616,1889.4624
617,1893.38721
618,1895.74365
619,1897.901
620,1900.11267
621,1902.60864
622,1904.57459
623,1905.53003
624,1904.21155
625,1900.896
626,1896.13782
627,1891.37488
628,1886.86084
629,1882.01587
630,1876.27393
631,1869.50867
632,1862.38648
633,1855.89038
634,1849.29993
635,1839.95813
636,1827.58337
637,1814.19727
638,1801.72986
639,1788.7854
640,1774.71875
641,1760.90979
642,1748.02124
643,1733.54834
644,1716.59216
645,1698.83618
646,1682.50635
647,1667.05493
648,1651.10596
649,1633.61731
650,1614.98596
651,1595.58228
652,1576.38513
653,1555.50354
654,1532.67737
655,1508.54956
656,1485.03784
657,1462.85156
658,1441.38806
659,1419.79773
660,1397.34583
661,1374.12891
662,1351.15344
663,1330.00635
664,1310.35352
665,1290.22766
666,1268.27026
667,1245.82373
668,1224.51343
669,1203.62183
670,1182.11365
671,1160.15747
672,1138.18945
673,1116.10022
674,1094.36084
675,1073.78284
676,1053.98486
677,1033.91443
678,1012.9375
679,991.644287
680,970.784546
681,950.349976
682,930.49646
683,911.134521
684,891.571228
685,871.403931
686,851.375732
687,832.131775
688,812.772888
689,792.643677
690,772.994446
691,754.756592
692,737.416992
693,719.826965
694,702.378235
695,685.297241
696,668.323364
697,651.372375
698,634.64502
699,618.371704
700,602.387207
701,586.895447
702,571.798279
703,557.282898
704,543.225525
705,530.096191
706,517.286621
707,504.120239
708,490.294098
709,476.322266
710,463.143677
711,450.658447
712,438.572235
713,426.407349
714,413.949677
715,401.858704
716,390.923889
717,380.828217
718,370.799713
719,360.616455
720,350.797485
721,341.115814
722,331.14447
723,321.097046
724,311.84729
725,303.644043
726,296.118805
727,288.882599
728,280.593872
729,271.619354
730,262.949005
731,255.169327
732,247.588852
733,239.793106
734,232.321915
735,225.257477
736,218.331207
737,211.991333
738,206.07695
739,200.007401
740,193.984131
741,188.509415
742,183.702377
743,178.606262
744,173.022659
745,167.386963
746,161.99057
747,157.473816
748,153.483429
749,149.776657
750,145.772614
751,141.465195
752,136.440811
753,131.366623
754,127.006439
755,123.458939
756,120.090164
757,116.423012
758,112.871216
759,109.487869
760,106.295074
761,103.294373
762,100.396721
763,97.583176
764,94.955727
765,92.086662
766,88.965378
767,85.752022
768,83.182518
769,81.086929
770,79.08551
771,76.602348
772,73.444199
773,70.504646
774,68.226013
775,66.876778
776,65.385513
777,64.347733
778,63.676411
779,63.676411
780,63.676411
